paperid	itemid	ksh	filename	score	papername	itemname
1	1	311102190	0311102190_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	311102195	0311102195_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311102203	0311102203_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311102207	0311102207_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311104004	0311104004_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311104005	0311104005_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311104007	0311104007_PAPER-934712-QT-742440_QT-742440ans.mp3	10	A	t1
1	1	311104010	0311104010_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311104011	0311104011_PAPER-934712-QT-742440_QT-742440ans.mp3	9	A	t1
1	1	311104012	0311104012_PAPER-934712-QT-742440_QT-742440ans.mp3	10	A	t1
1	1	311104017	0311104017_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311104019	0311104019_PAPER-934712-QT-742440_QT-742440ans.mp3	4	A	t1
1	1	311104022	0311104022_PAPER-934712-QT-742440_QT-742440ans.mp3	4	A	t1
1	1	311104023	0311104023_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311104024	0311104024_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	311201006	0311201006_PAPER-934712-QT-742440_QT-742440ans.mp3	20	A	t1
1	1	311201008	0311201008_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311201009	0311201009_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311201010	0311201010_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311201013	0311201013_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311201017	0311201017_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311201022	0311201022_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311201029	0311201029_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311201035	0311201035_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311201046	0311201046_PAPER-934712-QT-742440_QT-742440ans.mp3	9	A	t1
1	1	311201052	0311201052_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311201058	0311201058_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	311201063	0311201063_PAPER-934712-QT-742440_QT-742440ans.mp3	4	A	t1
1	1	311201070	0311201070_PAPER-934712-QT-742440_QT-742440ans.mp3	10	A	t1
1	1	311201074	0311201074_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311201080	0311201080_PAPER-934712-QT-742440_QT-742440ans.mp3	9	A	t1
1	1	311201086	0311201086_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	311201093	0311201093_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311201098	0311201098_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311201103	0311201103_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311201113	0311201113_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311201118	0311201118_PAPER-934712-QT-742440_QT-742440ans.mp3	10	A	t1
1	1	311201125	0311201125_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	311201131	0311201131_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311201137	0311201137_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311201142	0311201142_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311201149	0311201149_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311202009	0311202009_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311202012	0311202012_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311202020	0311202020_PAPER-934712-QT-742440_QT-742440ans.mp3	19	A	t1
1	1	311202026	0311202026_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311202036	0311202036_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311202043	0311202043_PAPER-934712-QT-742440_QT-742440ans.mp3	20	A	t1
1	1	311202049	0311202049_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311202057	0311202057_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311202066	0311202066_PAPER-934712-QT-742440_QT-742440ans.mp3	10	A	t1
1	1	311202073	0311202073_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	311202082	0311202082_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311202090	0311202090_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	311202099	0311202099_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311202103	0311202103_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311202109	0311202109_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311202117	0311202117_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311202125	0311202125_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311203021	0311203021_PAPER-934712-QT-742440_QT-742440ans.mp3	9	A	t1
1	1	311203028	0311203028_PAPER-934712-QT-742440_QT-742440ans.mp3	0	A	t1
1	1	311203032	0311203032_PAPER-934712-QT-742440_QT-742440ans.mp3	0	A	t1
1	1	311203037	0311203037_PAPER-934712-QT-742440_QT-742440ans.mp3	6	A	t1
1	1	311204006	0311204006_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	311204016	0311204016_PAPER-934712-QT-742440_QT-742440ans.mp3	9	A	t1
1	1	311204022	0311204022_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	311204028	0311204028_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311204033	0311204033_PAPER-934712-QT-742440_QT-742440ans.mp3	8	A	t1
1	1	311204046	0311204046_PAPER-934712-QT-742440_QT-742440ans.mp3	2	A	t1
1	1	311204061	0311204061_PAPER-934712-QT-742440_QT-742440ans.mp3	3	A	t1
1	1	311204070	0311204070_PAPER-934712-QT-742440_QT-742440ans.mp3	8	A	t1
1	1	311204074	0311204074_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311302001	0311302001_PAPER-934712-QT-742440_QT-742440ans.mp3	5	A	t1
1	1	311302007	0311302007_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	1322105025	1322105025_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	304112000	304112000_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	304112005	304112005_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	304112008	304112008_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	304112016	304112016_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	304212002	304212002_PAPER-934712-QT-742440_QT-742440ans.mp3	20	A	t1
1	1	6251240103	6251240103_PAPER-934712-QT-742440_QT-742440ans.mp3	0	A	t1
1	1	7101231052	7101231052_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	7102240107	7102240107_PAPER-934712-QT-742440_QT-742440ans.mp3	5	A	t1
1	1	311202025	0311202025_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311203023	0311203023_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	311302009	0311302009_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	1581210274	1581210274_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	310201289	0310201289_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	310201311	0310201311_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	310201316	0310201316_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	310201344	0310201344_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	310201164	0310201164_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	310201178	0310201178_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	310201179	0310201179_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	310201197	0310201197_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	310201198	0310201198_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	310201150	0310201150_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	310201156	0310201156_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	7102240105	7102240105_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	7102240102	7102240102_PAPER-934712-QT-742440_QT-742440ans.mp3	10	A	t1
1	1	310201188	0310201188_PAPER-934712-QT-742440_QT-742440ans.mp3	5	A	t1
1	1	310201200	0310201200_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	310201191	0310201191_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	310201204	0310201204_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	7101230851	7101230851_PAPER-934712-QT-742440_QT-742440ans.mp3	8	A	t1
1	1	311202035	0311202035_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311202089	0311202089_PAPER-934712-QT-742440_QT-742440ans.mp3	20	A	t1
1	1	311202123	0311202123_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	310201291	0310201291_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	310201327	0310201327_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	311102116	0311102116_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311102145	0311102145_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	311204075	0311204075_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	310201167	0310201167_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	310201183	0310201183_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	310201247	0310201247_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	310201304	0310201304_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	310201348	0310201348_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	304112002	304112002_PAPER-934712-QT-742440_QT-742440ans.mp3	20	A	t1
1	1	310201294	0310201294_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	310201353	0310201353_PAPER-934712-QT-742440_QT-742440ans.mp3	19	A	t1
1	1	311201037	0311201037_PAPER-934712-QT-742440_QT-742440ans.mp3	20	A	t1
1	1	311204013	0311204013_PAPER-934712-QT-742440_QT-742440ans.mp3	6	A	t1
1	1	311204037	0311204037_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311201020	0311201020_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311201075	0311201075_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311102149	0311102149_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311102159	0311102159_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311201026	0311201026_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311102135	0311102135_PAPER-934712-QT-742440_QT-742440ans.mp3	7	A	t1
1	1	311102087	0311102087_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311102098	0311102098_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311102109	0311102109_PAPER-934712-QT-742440_QT-742440ans.mp3	20	A	t1
1	1	311102019	0311102019_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311102039	0311102039_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311102048	0311102048_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311102060	0311102060_PAPER-934712-QT-742440_QT-742440ans.mp3	10	A	t1
1	1	311101117	0311101117_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311101133	0311101133_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311102011	0311102011_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311102175	0311102175_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311201089	0311201089_PAPER-934712-QT-742440_QT-742440ans.mp3	10	A	t1
1	1	311201150	0311201150_PAPER-934712-QT-742440_QT-742440ans.mp3	8	A	t1
1	1	311102197	0311102197_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	311104020	0311104020_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311201004	0311201004_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311201062	0311201062_PAPER-934712-QT-742440_QT-742440ans.mp3	8	A	t1
1	1	6251240101	6251240101_PAPER-934712-QT-742440_QT-742440ans.mp3	0	A	t1
1	1	311202014	0311202014_PAPER-934712-QT-742440_QT-742440ans.mp3	19	A	t1
1	1	310201333	0310201333_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	310201340	0310201340_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311102123	0311102123_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311102166	0311102166_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	311201108	0311201108_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311104014	0311104014_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311201136	0311201136_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	311102153	0311102153_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311102186	0311102186_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	311104006	0311104006_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	311201043	0311201043_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311201120	0311201120_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311102182	0311102182_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311201016	0311201016_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311204063	0311204063_PAPER-934712-QT-742440_QT-742440ans.mp3	0	A	t1
1	1	311201044	0311201044_PAPER-934712-QT-742440_QT-742440ans.mp3	20	A	t1
1	1	311201069	0311201069_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	311302006	0311302006_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	311202115	0311202115_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311201147	0311201147_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311202017	0311202017_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311204034	0311204034_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311201126	0311201126_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311202047	0311202047_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	311202095	0311202095_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311204027	0311204027_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311102114	0311102114_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	310201170	0310201170_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	311102072	0311102072_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311102081	0311102081_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311102095	0311102095_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311202084	0311202084_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311204004	0311204004_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311201096	0311201096_PAPER-934712-QT-742440_QT-742440ans.mp3	10	A	t1
1	1	311202029	0311202029_PAPER-934712-QT-742440_QT-742440ans.mp3	20	A	t1
1	1	311202071	0311202071_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311102125	0311102125_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311102144	0311102144_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311201114	0311201114_PAPER-934712-QT-742440_QT-742440ans.mp3	8	A	t1
1	1	311102174	0311102174_PAPER-934712-QT-742440_QT-742440ans.mp3	19	A	t1
1	1	311104013	0311104013_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	310201155	0310201155_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	310201161	0310201161_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	310201168	0310201168_PAPER-934712-QT-742440_QT-742440ans.mp3	6	A	t1
1	1	310201171	0310201171_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	310201193	0310201193_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	311101089	0311101089_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311101116	0311101116_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311101138	0311101138_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311202058	0311202058_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311202122	0311202122_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311203029	0311203029_PAPER-934712-QT-742440_QT-742440ans.mp3	0	A	t1
1	1	311202051	0311202051_PAPER-934712-QT-742440_QT-742440ans.mp3	19	A	t1
1	1	311204014	0311204014_PAPER-934712-QT-742440_QT-742440ans.mp3	6	A	t1
1	1	311101037	0311101037_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	311101042	0311101042_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	311101064	0311101064_PAPER-934712-QT-742440_QT-742440ans.mp3	5	A	t1
1	1	311101076	0311101076_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311102028	0311102028_PAPER-934712-QT-742440_QT-742440ans.mp3	10	A	t1
1	1	311101103	0311101103_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	310201230	0310201230_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	310201163	0310201163_PAPER-934712-QT-742440_QT-742440ans.mp3	11	A	t1
1	1	311102068	0311102068_PAPER-934712-QT-742440_QT-742440ans.mp3	18	A	t1
1	1	311202039	0311202039_PAPER-934712-QT-742440_QT-742440ans.mp3	19	A	t1
1	1	311202104	0311202104_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	311202110	0311202110_PAPER-934712-QT-742440_QT-742440ans.mp3	4	A	t1
1	1	310201338	0310201338_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	310201149	0310201149_PAPER-934712-QT-742440_QT-742440ans.mp3	17	A	t1
1	1	310201151	0310201151_PAPER-934712-QT-742440_QT-742440ans.mp3	16	A	t1
1	1	310201169	0310201169_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	310201173	0310201173_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	310201220	0310201220_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	311101052	0311101052_PAPER-934712-QT-742440_QT-742440ans.mp3	12	A	t1
1	1	310201240	0310201240_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
1	1	311101130	0311101130_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	310201166	0310201166_PAPER-934712-QT-742440_QT-742440ans.mp3	13	A	t1
1	1	310201182	0310201182_PAPER-934712-QT-742440_QT-742440ans.mp3	8	A	t1
1	1	310201206	0310201206_PAPER-934712-QT-742440_QT-742440ans.mp3	14	A	t1
1	1	310201305	0310201305_PAPER-934712-QT-742440_QT-742440ans.mp3	15	A	t1
